건물명(상호명),건물위치,주택유형구분,세대수(객실수),건축연도
,전라북도 전주시 덕진구 금암동 474-20,단독주택(다가구주택),19,20030109
,전라북도 전주시 덕진구 금암동 474-21,단독주택(다가구주택),18,20030109
,전라북도 전주시 덕진구 금암동 474-22,단독주택(다가구주택),18,20030109
,전라북도 전주시 덕진구 금암동 474-23,단독주택(다가구주택),19,20030109
,전라북도 전주시 덕진구 금암동 477-1,단독주택(다가구),18,20160211
,전라북도 전주시 덕진구 금암동 477-11,단독주택,19,20151230
,전라북도 전주시 덕진구 금암동 477-4,단독주택,9,20120612
,전라북도 전주시 덕진구 금암동 478-10,단독주택,11,20170704
,전라북도 전주시 덕진구 금암동 478-11,단독주택(다가구주택),9,20191011
,전라북도 전주시 덕진구 금암동 478-17,단독주택,8,20130305
,전라북도 전주시 덕진구 금암동 480-4,단독주택,19,20110617
,전라북도 전주시 덕진구 금암동 501-1,단독주택,19,20190423
,전라북도 전주시 덕진구 금암동 501-3,단독주택,10,20130528
,전라북도 전주시 덕진구 금암동 522-31,"제2종근린생활시설, 단독주택",4,20120814
,전라북도 전주시 덕진구 금암동 522-42,"단독주택, 근린생활시설",11,19980227
,전라북도 전주시 덕진구 금암동 522-61,단독주택,15,20121101
,전라북도 전주시 덕진구 금암동 522-68,단독주택,3,20110113
,전라북도 전주시 덕진구 금암동 523-35,주택(다세대2세대),1,19890724
,전라북도 전주시 덕진구 금암동 523-41,단독주택(6세대),6,19921020
,전라북도 전주시 덕진구 금암동 523-80,다세대주택(5세대),1,19910616
,전라북도 전주시 덕진구 금암동 525-109,"주택, 변소, 창고",3,19791027
,전라북도 전주시 덕진구 금암동 525-15,다세대주택,1,19900210
,전라북도 전주시 덕진구 금암동 525-77,단독주택,12,20190603
,전라북도 전주시 덕진구 금암동 525-99,다가구(5가구),5,20111228
,전라북도 전주시 덕진구 금암동 526-10,단독주택,16,20120827
,전라북도 전주시 덕진구 금암동 529-1,단독주택(다가구주택(5가구)),5,20200320
,전라북도 전주시 덕진구 금암동 529-14,단독주택(5가구),5,20030909
,전라북도 전주시 덕진구 금암동 529-21,단독주택(12가구),12,20011127
,전라북도 전주시 덕진구 금암동 529-5,단독주택,13,20041108
,전라북도 전주시 덕진구 금암동 529-7,단독주택(다가구주택),10,20170308
,전라북도 전주시 덕진구 금암동 530-14,단독주택(다가구주택),1,20020828
,전라북도 전주시 덕진구 금암동 530-3,단독주택(다가구주택),11,20200226
,전라북도 전주시 덕진구 금암동 530-8,단독주택,15,20181231
,전라북도 전주시 덕진구 금암동 531-7,단독주택,13,20170511
,전라북도 전주시 덕진구 금암동 532-10,"다세대주택(3세대), 변소, 창고",3,19881229
,전라북도 전주시 덕진구 금암동 532-11,"다세대주택, 변소, 창고",3,19881207
,전라북도 전주시 덕진구 금암동 532-12,"다세대주택, 변소",3,19881207
,전라북도 전주시 덕진구 금암동 532-9,다가구주택(3가구),3,19890105
,전라북도 전주시 덕진구 금암동 533-26,다가구주택,4,20110713
퍼스트,전라북도 전주시 덕진구 금암동 533-27,단독주택,11,20150805
,전라북도 전주시 덕진구 금암동 533-30,단독주택,16,20110706
,전라북도 전주시 덕진구 금암동 533-31,단독주택,15,20170426
,전라북도 전주시 덕진구 금암동 533-32,단독주택(7가구),7,19951110
,전라북도 전주시 덕진구 금암동 533-33,단독주택(다가구주택),18,20020216
,전라북도 전주시 덕진구 금암동 533-34,단독주택(2가구),2,19930911
,전라북도 전주시 덕진구 금암동 533-40,단독주택,5,20180919
,전라북도 전주시 덕진구 금암동 535-1,단독주택(다가구주택),9,20020119
,전라북도 전주시 덕진구 금암동 535-15,단독주택,16,20141224
,전라북도 전주시 덕진구 금암동 535-18,단독주택,11,20181228
,전라북도 전주시 덕진구 금암동 535-23,단독주택,16,20141224
,전라북도 전주시 덕진구 금암동 535-6,단독주택(다가구주택),12,20020119
,전라북도 전주시 덕진구 금암동 545-122,다가구주택,13,20190308
,전라북도 전주시 덕진구 금암동 545-14,단독주택,18,20140602
,전라북도 전주시 덕진구 금암동 545-159,단독주택,19,20011107
,전라북도 전주시 덕진구 금암동 545-16,단독주택,19,20120306
,전라북도 전주시 덕진구 금암동 545-18,"근린생활시설, 주택",1,19900227
,전라북도 전주시 덕진구 금암동 545-182,"단독주택(다가구주택,14가구)",14,20030404
,전라북도 전주시 덕진구 금암동 545-184,단독주택,18,20100409
,전라북도 전주시 덕진구 금암동 545-20,단독주택(19가구),19,20000221
,전라북도 전주시 덕진구 금암동 545-210,단독주택,13,20190529
,전라북도 전주시 덕진구 금암동 545-215,단독주택,16,20190827
,전라북도 전주시 덕진구 금암동 545-24,단독주택,13,20131025
,전라북도 전주시 덕진구 금암동 545-28,단독주택,14,20120823
,전라북도 전주시 덕진구 금암동 545-3,단독주택(다가구주택),16,20200109
,전라북도 전주시 덕진구 금암동 545-32,단독주택,19,20110609
,전라북도 전주시 덕진구 금암동 545-35,단독주택(다가구주택),13,20191128
,전라북도 전주시 덕진구 금암동 545-52,단독주택,10,20130829
,전라북도 전주시 덕진구 금암동 545-54,단독주택,13,20120403
,전라북도 전주시 덕진구 금암동 545-55,단독주택,15,20140220
,전라북도 전주시 덕진구 금암동 545-63,단독주택,19,20120621
,전라북도 전주시 덕진구 금암동 545-75,단독주택(다가구주택),16,20021023
,전라북도 전주시 덕진구 금암동 545-93,단독주택,16,20130621
,전라북도 전주시 덕진구 금암동 546-3,단독주택,15,20111214
,전라북도 전주시 덕진구 금암동 546-30,단독주택(다가구주택),18,20020511
,전라북도 전주시 덕진구 금암동 546-31,다가구(11가구),11,20160721
,전라북도 전주시 덕진구 금암동 546-51,단독주택,17,20111115
,전라북도 전주시 덕진구 금암동 546-61,단독주택(다가구주택),18,20020227
,전라북도 전주시 덕진구 금암동 546-65,단독주택,18,20121128
,전라북도 전주시 덕진구 금암동 546-66,단독주택,19,20111110
,전라북도 전주시 덕진구 금암동 552-1,"근린생활시설, 단독주택",19,20000104
,전라북도 전주시 덕진구 금암동 557,단독주택,19,20170913
,전라북도 전주시 덕진구 금암동 566,단독주택,17,20171127
,전라북도 전주시 덕진구 금암동 573-1,단독주택,4,20190320
,전라북도 전주시 덕진구 금암동 579-1,"단독주택(다가구주택), 제1종근린생활시설",1,20020125
,전라북도 전주시 덕진구 금암동 585,단독주택,11,20180808
,전라북도 전주시 덕진구 금암동 594-5,단독주택(5가구),5,19941012
,전라북도 전주시 덕진구 금암동 594-8,다가구주택(14가구),14,20160930
,전라북도 전주시 덕진구 금암동 597-1,단독주택,11,20060719
,전라북도 전주시 덕진구 금암동 600,다가구주택(13가구),13,20120531
,전라북도 전주시 덕진구 금암동 600-5,단독주택,13,20120629
,전라북도 전주시 덕진구 금암동 601-1,단독주택,12,20190215
,전라북도 전주시 덕진구 금암동 603-3,단독주택(다가구주택(16가구)),6,20020228
,전라북도 전주시 덕진구 금암동 605-1,단독주택(다가구주택),0,20020716
,전라북도 전주시 덕진구 금암동 606-2,단독주택(다가구),6,19971027
,전라북도 전주시 덕진구 금암동 607-1,단독주택,3,19940704
,전라북도 전주시 덕진구 금암동 608,단독주택,10,20111212
,전라북도 전주시 덕진구 금암동 609-2,단독주택(다가구주택),19,20020130
,전라북도 전주시 덕진구 금암동 611,단독주택(다가구주택),17,20020831
,전라북도 전주시 덕진구 금암동 614-1,단독주택,11,20121024
,전라북도 전주시 덕진구 금암동 614-13,단독주택,9,20121231
,전라북도 전주시 덕진구 금암동 614-15,단독주택,18,20181226
,전라북도 전주시 덕진구 금암동 614-2,단독주택,18,20181217
,전라북도 전주시 덕진구 금암동 616-2,단독주택(14가구),14,20031224
,전라북도 전주시 덕진구 금암동 617-3,단독주택,9,20121002
,전라북도 전주시 덕진구 금암동 618-3,단독주택,15,20180125
,전라북도 전주시 덕진구 금암동 618-6,단독주택,17,20180108
,전라북도 전주시 덕진구 금암동 619,"다세대주택(3세대), 창고",0,19900712
,전라북도 전주시 덕진구 금암동 620-10,단독주택,19,20180104
,전라북도 전주시 덕진구 금암동 620-18,단독주택,11,20120814
,전라북도 전주시 덕진구 금암동 620-2,단독주택,9,20101230
,전라북도 전주시 덕진구 금암동 621-17,단독주택,4,20110325
,전라북도 전주시 덕진구 금암동 621-18,단독주택,4,19921208
,전라북도 전주시 덕진구 금암동 621-22,단독주택,14,20020205
,전라북도 전주시 덕진구 금암동 621-24,단독주택,13,20120130
,전라북도 전주시 덕진구 금암동 621-26,단독주택(다가구주택),10,20020205
,전라북도 전주시 덕진구 금암동 621-28,단독주택,18,20020205
,전라북도 전주시 덕진구 금암동 621-37,단독주택,12,20121106
,전라북도 전주시 덕진구 금암동 621-38,단독주택,13,20121203
,전라북도 전주시 덕진구 금암동 621-55,단독주택,11,20110805
,전라북도 전주시 덕진구 금암동 626-2,단독주택,11,20070213
,전라북도 전주시 덕진구 금암동 626-26,"단독주택(3가구), 제2종근린생활시설",3,19910703
,전라북도 전주시 덕진구 금암동 626-27,단독주택,17,20040126
,전라북도 전주시 덕진구 금암동 626-28,단독주택(5가구),5,19980326
,전라북도 전주시 덕진구 금암동 626-30,"다가구주택(18가구), 근린생활시설",18,20001227
,전라북도 전주시 덕진구 금암동 626-32,단독주택(12가구),12,19970814
,전라북도 전주시 덕진구 금암동 626-9,단독주택(다가구주택),9,20020913
,전라북도 전주시 덕진구 금암동 627-1,단독주택,15,20040701
,전라북도 전주시 덕진구 금암동 627-2,"단독주택(19가구), 제1종근린생활시설",19,20030701
,전라북도 전주시 덕진구 금암동 627-3,다가구주택(17가구),17,20010818
,전라북도 전주시 덕진구 금암동 627-4,단독주택,11,20050624
,전라북도 전주시 덕진구 금암동 627-8,"근린생활시설, 다가구주택",1,20010824
,전라북도 전주시 덕진구 금암동 628-16,단독주택(2가구),2,20030814
,전라북도 전주시 덕진구 금암동 628-26,단독주택(다가구),14,19981207
,전라북도 전주시 덕진구 금암동 629-3,단독주택(10가구),10,19980901
,전라북도 전주시 덕진구 금암동 629-5,단독주택,10,20150713
,전라북도 전주시 덕진구 금암동 631-196,"단독주택(다가구주택,16가구)",16,20030326
,전라북도 전주시 덕진구 금암동 631-198,단독주택(다가구주택),18,20021129
,전라북도 전주시 덕진구 금암동 631-205,단독주택,19,20011120
,전라북도 전주시 덕진구 금암동 631-206,단독주택(다가구주택),12,20021107
,전라북도 전주시 덕진구 금암동 631-24,단독주택,13,20180903
,전라북도 전주시 덕진구 금암동 631-245,단독주택,11,20050826
,전라북도 전주시 덕진구 금암동 631-257,단독주택,13,20051115
,전라북도 전주시 덕진구 금암동 631-27,"다세대주택, 창고",4,19881024
,전라북도 전주시 덕진구 금암동 631-292,"다세대주택, 대피실, 변소및창고",2,19881129
,전라북도 전주시 덕진구 금암동 631-317,단독주택,11,20150824
,전라북도 전주시 덕진구 금암동 631-318,단독주택,11,20150831
,전라북도 전주시 덕진구 금암동 631-321,단독주택,9,20150824
,전라북도 전주시 덕진구 금암동 631-359,단독주택,18,20011210
,전라북도 전주시 덕진구 금암동 631-44,다가구주택,19,20180831
,전라북도 전주시 덕진구 금암동 631-47,단독주택(3가구),3,19911115
,전라북도 전주시 덕진구 금암동 631-59,단독주택,15,20131106
,전라북도 전주시 덕진구 금암동 631-63,단독주택,18,20180201
,전라북도 전주시 덕진구 금암동 631-69,단독주택,15,20120621
,전라북도 전주시 덕진구 금암동 631-70,단독주택(17가구),17,20010110
,전라북도 전주시 덕진구 금암동 632-138,"제1종근린생활시설, 단독주택",0,20010929
,전라북도 전주시 덕진구 금암동 632-157,단독주택,11,20171110
,전라북도 전주시 덕진구 금암동 632-84,단독주택,9,20061121
,전라북도 전주시 덕진구 금암동 664-26,단독주택(다가구주택),13,20020712
,전라북도 전주시 덕진구 금암동 664-33,단독주택,15,20181019
,전라북도 전주시 덕진구 금암동 664-34,단독주택(11가구),11,20030723
,전라북도 전주시 덕진구 금암동 667-1,단독주택,11,20070116
,전라북도 전주시 덕진구 금암동 667-10,단독주택,13,20140904
,전라북도 전주시 덕진구 금암동 667-12,단독주택,17,20110331
,전라북도 전주시 덕진구 금암동 667-19,단독주택,12,20070119
,전라북도 전주시 덕진구 금암동 667-20,단독주택(다가구),8,20170120
,전라북도 전주시 덕진구 금암동 667-21,단독주택(다가구),10,20151019
,전라북도 전주시 덕진구 금암동 667-28,다세대주택,3,19881218
,전라북도 전주시 덕진구 금암동 667-45,"단독주택,제2종근린생활시설",4,20050127
,전라북도 전주시 덕진구 금암동 667-8,단독주택,8,20060714
,전라북도 전주시 덕진구 금암동 707-11,단독주택(다가구주택),15,20010814
,전라북도 전주시 덕진구 금암동 707-13,다가구주택,15,20020803
,전라북도 전주시 덕진구 금암동 707-6,단독주택(다가구주택),11,20020812
,전라북도 전주시 덕진구 금암동 708-1,"제2종근린생활시설, 단독주택(18가구)",18,20011212
,전라북도 전주시 덕진구 금암동 708-10,단독주택,19,20060731
